tweet_id,favorite_count,retweet_count,url,created_at,tweet_source
819711362133872643,14672,3536,https://t.co/m5fYxrO3IU,Fri Jan 13 01:03:12 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819588359383371776,10425,2220,https://t.co/52cItP0vIO,Thu Jan 12 16:54:26 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819347104292290561,7877,1355,https://t.co/YGAv4jBs5A,Thu Jan 12 00:55:47 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819238181065359361,2502,454,https://t.co/MefMAZX2uv,Wed Jan 11 17:42:57 +0000 2017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
819227688460238848,25204,7545,https://t.co/ii5eNX5LJT,Wed Jan 11 17:01:16 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819015337530290176,0,41271,https://t.co/AdPKrI8BZ1,Wed Jan 11 02:57:27 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819015331746349057,0,21306,https://t.co/YOC1fHFCSb,Wed Jan 11 02:57:26 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819006400881917954,49200,21306,https://t.co/YOC1fHFCSb,Wed Jan 11 02:21:57 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
819004803107983360,94096,41271,https://t.co/AdPKrI8BZ1,Wed Jan 11 02:15:36 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818646164899774465,0,23500,https://t.co/hfi264QwYM,Tue Jan 10 02:30:30 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818627210458333184,24222,8386,https://t.co/I7bkhxBxUG,Tue Jan 10 01:15:10 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818614493328580609,10775,2913,https://t.co/FOF0hBDxP8,Tue Jan 10 00:24:38 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818588835076603904,0,6960,https://t.co/nBJ5RE4yHb,Mon Jan 09 22:42:41 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818536468981415936,11928,2796,https://t.co/rAtJLcwXVk,Mon Jan 09 19:14:36 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818307523543449600,0,9168,https://t.co/LIhmM7i…,Mon Jan 09 04:04:51 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818259473185828864,12013,2567,https://t.co/rnkvT2kvib,Mon Jan 09 00:53:55 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
818145370475810820,13441,2934,https://t.co/JlPug12E5Z,Sun Jan 08 17:20:31 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817908911860748288,5274,891,https://t.co/bbuKxk0fM8,Sun Jan 08 01:40:55 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817827839487737858,56706,30610,https://t.co/q2BgNIi3OA,Sat Jan 07 20:18:46 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817777686764523521,11695,3010,https://t.co/X67OOW0q2I,Sat Jan 07 16:59:28 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817536400337801217,12891,3432,https://t.co/tFqQLwSBiH,Sat Jan 07 01:00:41 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817502432452313088,0,3828,https:/…,Fri Jan 06 22:45:43 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817423860136083457,37497,17003,https://t.co/btzf1zTDeQ,Fri Jan 06 17:33:29 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
817415592588222464,6139,1092,https://t.co/dEyZso9D3z,Fri Jan 06 17:00:38 +0000 2017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
